timestamp,station,year,month,day,hour,pm2_5_ug_m3,pm10_ug_m3,so2_ug_m3,no2_ug_m3,co_ug_m3,o3_ug_m3,temperature_c,pressure_hpa,dew_point_c,rain_mm,wind_direction,wind_speed_m_s,missing_measurements
2016-02-21T10:00,aotizhongxin,2016,2,21,10,60,72,29,52,1700,25,-1,1024.3,-13.9,0,E,1.4,0
2016-02-21T10:00,dingling,2016,2,21,10,31,42,11,18,600,51,0.3,1018.9,-15.3,0,SE,0.9,0
2016-02-21T11:00,aotizhongxin,2016,2,21,11,94,103,35,66,2300,23,1.1,1024.2,-13.8,0,SE,1.4,0
2016-02-21T11:00,dingling,2016,2,21,11,36,48,12,19,700,59,0.4,1018.8,-16,0,ESE,2.6,0
2016-02-21T12:00,aotizhongxin,2016,2,21,12,125,131,40,78,2700,26,3,1023.3,-14.2,0,S,2.2,0
2016-02-21T12:00,dingling,2016,2,21,12,76,93,24,29,1100,58,1.9,1018,-15.6,0,ESE,2.2,0
2016-02-21T13:00,aotizhongxin,2016,2,21,13,107,116,36,57,1900,49,4.4,1022.4,-12.6,0,SW,3,0
2016-02-21T13:00,dingling,2016,2,21,13,82,111,23,34,1100,62,4,1016.8,-13.8,0,SE,1.7,0
2016-02-21T14:00,aotizhongxin,2016,2,21,14,77,105,32,34,1100,70,4.9,1021.1,-11.3,0,SSW,2.7,0
2016-02-21T14:00,dingling,2016,2,21,14,90,105,26,55,1400,49,4.9,1015.2,-13,0,ESE,2.6,0
2016-02-21T15:00,aotizhongxin,2016,2,21,15,89,115,37,32,1000,72,5.1,1020.1,-11.1,0,SSW,2.1,0
2016-02-21T15:00,dingling,2016,2,21,15,83,121,24,44,1100,67,4.6,1014.5,-12.4,0,SSE,3.5,0
2016-02-21T16:00,aotizhongxin,2016,2,21,16,81,131,26,30,900,74,5.4,1019.8,-10.8,0,SSW,3.5,0
2016-02-21T16:00,dingling,2016,2,21,16,83,143,27,29,900,84,4.8,1014.2,-10.9,0,SSE,4.1,0
2016-02-21T17:00,aotizhongxin,2016,2,21,17,83,148,27,32,900,67,5,1019.9,-10,0,SW,2.2,0
2016-02-21T17:00,dingling,2016,2,21,17,91,149,26,31,800,80,4.5,1014.6,-10.4,0,S,3.9,0
2016-02-21T18:00,aotizhongxin,2016,2,21,18,87,149,26,38,1000,57,4.6,1020.7,-10.3,0,SSW,3,0
2016-02-21T18:00,dingling,2016,2,21,18,98,165,29,36,900,68,3.7,1015.3,-9.7,0,S,2.8,0
2016-02-21T19:00,aotizhongxin,2016,2,21,19,97,157,33,48,1200,43,4.1,1020.7,-9.3,0,SSW,2.5,0
2016-02-21T19:00,dingling,2016,2,21,19,108,163,30,40,1000,58,3.5,1015.1,-9.5,0,SSE,2.1,0
2016-02-21T20:00,aotizhongxin,2016,2,21,20,111,172,38,50,1300,38,3.3,1020.8,-9,0,WSW,2.6,0
2016-02-21T20:00,dingling,2016,2,21,20,108,159,28,37,1000,54,3,1015.1,-9,0,ESE,1.9,0
2016-02-21T21:00,aotizhongxin,2016,2,21,21,130,185,42,55,1400,31,2.8,1021.3,-8.9,0,SSW,1.2,0
2016-02-21T21:00,dingling,2016,2,21,21,116,169,25,40,1200,44,2.6,1015.6,-9,0,ESE,1.8,0
2016-02-21T22:00,aotizhongxin,2016,2,21,22,137,184,45,61,1600,24,1,1021.4,-9.9,0,ESE,2.1,0
2016-02-21T22:00,dingling,2016,2,21,22,114,158,20,41,1200,34,1.9,1016,-8.5,0,E,1,0
2016-02-21T23:00,aotizhongxin,2016,2,21,23,136,176,46,70,1900,15,-0.3,1021,-8,0,E,1.8,0
2016-02-21T23:00,dingling,2016,2,21,23,124,158,19,41,1200,32,1,1015.7,-8.5,0,E,2.1,0
2016-02-22T00:00,aotizhongxin,2016,2,22,0,109,135,38,75,2400,6,-0.9,1020.9,-7.5,0,ESE,2.4,0
2016-02-22T00:00,dingling,2016,2,22,0,145,182,23,48,2200,28,0.6,1015.9,-8.4,0,E,2.5,0
2016-02-22T01:00,aotizhongxin,2016,2,22,1,118,133,23,76,2400,5,-0.9,1020.9,-7.1,0,NNE,1.1,0
2016-02-22T01:00,dingling,2016,2,22,1,115,146,21,44,1300,27,-0.4,1015.8,-8.6,0,E,0.7,0
2016-02-22T02:00,aotizhongxin,2016,2,22,2,126,129,18,73,2200,4,-1.5,1021,-6.8,0,ENE,1.6,0
2016-02-22T02:00,dingling,2016,2,22,2,137,157,18,53,2100,15,-2.1,1016,-9,0,NW,0.7,0
2016-02-22T03:00,aotizhongxin,2016,2,22,3,127,131,16,70,2400,4,-2.8,1020.8,-7,0,ENE,0.9,0
2016-02-22T03:00,dingling,2016,2,22,3,132,149,12,50,2100,10,-2.9,1015.6,-9.2,0,NNW,1,0
2016-02-22T04:00,aotizhongxin,2016,2,22,4,120,125,21,69,2500,4,-3.2,1020.3,-6.8,0,ENE,0.8,0
2016-02-22T04:00,dingling,2016,2,22,4,120,140,8,40,1400,,-3.3,1015.3,-9.3,0,N,0.7,1
2016-02-22T05:00,aotizhongxin,2016,2,22,5,126,129,25,71,2400,4,-4,1020.5,-6.6,0,NE,0.1,0
2016-02-22T05:00,dingling,2016,2,22,5,118,135,6,42,1500,13,-3.8,1015.4,-9.4,0,NNE,0.5,0
2016-02-22T06:00,aotizhongxin,2016,2,22,6,124,127,27,71,2500,4,-4.6,1020.8,-7.4,0,E,0.3,0
2016-02-22T06:00,dingling,2016,2,22,6,120,139,7,41,1400,14,-4.2,1015.7,-9.6,0,N,1.5,0
2016-02-22T07:00,aotizhongxin,2016,2,22,7,132,139,26,74,2800,4,-4.9,1021.5,-7.5,0,NE,0.1,0
2016-02-22T07:00,dingling,2016,2,22,7,122,136,6,40,1300,14,-4.5,1016.3,-9.5,0,N,0.5,0
2016-02-22T08:00,aotizhongxin,2016,2,22,8,134,148,29,74,2900,5,-3.8,1022.2,-6.7,0,E,0.9,0
2016-02-22T08:00,dingling,2016,2,22,8,134,148,10,41,1500,16,-2.3,1017.1,-9.9,0,N,1.9,0
2016-02-22T09:00,aotizhongxin,2016,2,22,9,153,166,47,68,2600,10,0.7,1022.6,-7.1,0,NE,1.4,0
2016-02-22T09:00,dingling,2016,2,22,9,140,161,31,47,1700,19,-0.1,1017.5,-9.8,0,NW,1,0
2016-02-22T10:00,aotizhongxin,2016,2,22,10,168,173,55,65,2600,18,2.5,1022.7,-8.5,0,ENE,2.4,0
2016-02-22T10:00,dingling,2016,2,22,10,112,129,41,39,1400,43,5,1017.7,-15,0,NNW,3.3,0
2016-02-22T11:00,aotizhongxin,2016,2,22,11,140,140,44,46,1800,41,5.5,1022.5,-13,0,N,4.2,0
2016-02-22T11:00,dingling,2016,2,22,11,55,79,22,23,700,65,6.1,1017.5,-17.9,0,WNW,4.5,0
2016-02-22T12:00,aotizhongxin,2016,2,22,12,68,72,20,27,1000,65,6.6,1022.4,-16.8,0,NW,5.4,0
2016-02-22T12:00,dingling,2016,2,22,12,44,84,16,21,700,71,7,1017.5,-17.9,0,W,5.2,0
2016-02-22T13:00,aotizhongxin,2016,2,22,13,16,31,5,12,500,83,7.7,1022.3,-18.2,0,NW,4.8,0
2016-02-22T13:00,dingling,2016,2,22,13,37,66,10,16,500,82,7.6,1017.1,-18.3,0,W,5.6,0
2016-02-22T14:00,aotizhongxin,2016,2,22,14,18,46,5,12,500,86,7.8,1022.1,-19.9,0,NW,6.6,0
2016-02-22T14:00,dingling,2016,2,22,14,11,29,2,7,300,93,7.8,1017.1,-18.1,0,W,5.8,0
2016-02-22T15:00,aotizhongxin,2016,2,22,15,16,34,3,11,400,88,7.4,1022.4,-20.2,0,NW,6.3,0
2016-02-22T15:00,dingling,2016,2,22,15,10,29,2,7,200,95,7.6,1017.6,-18.3,0,W,6.3,0
2016-02-22T16:00,aotizhongxin,2016,2,22,16,86,86,3,11,400,87,7.1,1022.9,-19.5,0,WNW,5.8,0
2016-02-22T16:00,dingling,2016,2,22,16,6,31,2,6,200,95,7.6,1018.2,-17.5,0,WNW,5.9,0
2016-02-22T17:00,aotizhongxin,2016,2,22,17,,45,2,12,400,84,6.3,1023.6,-20.2,0,NW,7,1
2016-02-22T17:00,dingling,2016,2,22,17,9,27,2,6,200,96,6.3,1019.1,-17.7,0,WNW,4.8,0
2016-02-22T18:00,aotizhongxin,2016,2,22,18,4,36,2,14,400,82,5.3,1025,-19.3,0,NW,4.6,0
2016-02-22T18:00,dingling,2016,2,22,18,7,43,2,7,200,93,4.8,1020.5,-19,0,WNW,4.3,0
2016-02-22T19:00,aotizhongxin,2016,2,22,19,14,44,4,18,400,75,4.6,1026.3,-18.4,0,NW,4,0
2016-02-22T19:00,dingling,2016,2,22,19,8,37,2,5,200,91,3.4,1022.1,-16.9,0,NNW,2.3,0
2016-02-22T20:00,aotizhongxin,2016,2,22,20,18,57,7,15,400,75,3.6,1027.7,-17.3,0,NW,4,0
2016-02-22T20:00,dingling,2016,2,22,20,11,31,2,5,200,88,2.4,1023.9,-15.2,0,N,2.9,0
2016-02-22T21:00,aotizhongxin,2016,2,22,21,29,69,12,20,500,67,2.6,1029.6,-15.5,0,N,4.1,0
2016-02-22T21:00,dingling,2016,2,22,21,12,28,2,5,200,86,1.4,1025.4,-14.7,0,NNW,2.2,0
2016-02-22T22:00,aotizhongxin,2016,2,22,22,28,61,12,22,500,62,1.5,1030.6,-15.5,0,NNE,3.7,0
2016-02-22T22:00,dingling,2016,2,22,22,10,25,4,6,200,82,0.5,1026.3,-15.5,0,NNW,2.4,0
2016-02-22T23:00,aotizhongxin,2016,2,22,23,33,59,13,21,500,61,1,1031.3,-16,0,NNW,3.5,0
2016-02-22T23:00,dingling,2016,2,22,23,10,22,5,8,200,76,-0.7,1026.8,-15.4,0,NW,1.9,0
2016-02-23T00:00,aotizhongxin,2016,2,23,0,23,35,10,18,500,63,0.4,1031.7,-16,0,NW,4.4,0
2016-02-23T00:00,dingling,2016,2,23,0,12,19,4,6,200,78,-1.6,1027,-15.1,0,NW,1.6,0
2016-02-23T01:00,aotizhongxin,2016,2,23,1,16,30,9,17,500,63,0.6,1032.3,-15.9,0,NW,3.2,0
2016-02-23T01:00,dingling,2016,2,23,1,13,21,3,5,300,74,-2.5,1027.3,-14.9,0,NNW,1.1,0
2016-02-23T02:00,aotizhongxin,2016,2,23,2,18,29,9,21,500,57,-0.1,1032.6,-16,0,NNW,1.2,0
2016-02-23T02:00,dingling,2016,2,23,2,20,24,3,7,300,66,-3.6,1027.6,-14.1,0,N,1.4,0
2016-02-23T03:00,aotizhongxin,2016,2,23,3,18,30,12,25,500,53,-0.3,1032.5,-15.4,0,NW,1.5,0
2016-02-23T03:00,dingling,2016,2,23,3,28,37,4,19,800,46,-4.4,1027.5,-14.6,0,N,1.3,0
2016-02-23T04:00,aotizhongxin,2016,2,23,4,21,31,12,27,600,,-0.5,1032.5,-15.6,0,NNW,1.6,1
2016-02-23T04:00,dingling,2016,2,23,4,16,16,3,9,300,64,-3.5,1027.6,-16.5,0,NW,2.2,0
2016-02-23T05:00,aotizhongxin,2016,2,23,5,11,19,6,12,500,63,-1,1033.1,-17.7,0,NW,3.2,0
2016-02-23T05:00,dingling,2016,2,23,5,8,9,2,4,200,74,-3.2,1028.2,-16.9,0,NNE,1.3,0
2016-02-23T06:00,aotizhongxin,2016,2,23,6,8,15,5,15,400,63,-1.5,1033.4,-17.7,0,NW,3.2,0
2016-02-23T06:00,dingling,2016,2,23,6,7,11,4,6,300,71,-3.9,1028.7,-16.5,0,ENE,1,0
2016-02-23T07:00,aotizhongxin,2016,2,23,7,5,13,7,19,500,59,-2,1033.8,-18.6,0,NW,2.6,0
2016-02-23T07:00,dingling,2016,2,23,7,6,6,2,3,200,78,-5.3,1029,-16.2,0,ENE,0.5,0
2016-02-23T08:00,aotizhongxin,2016,2,23,8,7,20,9,28,500,52,-1.4,1034.8,-18.9,0,NW,2.5,0
2016-02-23T08:00,dingling,2016,2,23,8,7,13,2,2,300,78,-2.8,1030,-18.8,0,NNE,2,0
2016-02-23T09:00,aotizhongxin,2016,2,23,9,9,21,9,15,400,64,-1.1,1035.5,-20.2,0,NNW,3.4,0
2016-02-23T09:00,dingling,2016,2,23,9,6,19,3,2,200,86,-1.5,1030.8,-20,0,NNW,3.8,0
2016-02-23T10:00,aotizhongxin,2016,2,23,10,7,15,5,8,300,74,-0.5,1036,-20.8,0,N,3.3,0
2016-02-23T10:00,dingling,2016,2,23,10,8,14,4,2,300,86,-0.8,1031.2,-20.5,0,NNW,3.7,0
2016-02-23T11:00,aotizhongxin,2016,2,23,11,9,15,5,6,300,77,-0.3,1036.1,-20.6,0,NW,4.4,0
2016-02-23T11:00,dingling,2016,2,23,11,,,3,2,200,82,0.4,1030.9,-20.6,0,NNW,3.6,2
2016-02-23T12:00,aotizhongxin,2016,2,23,12,13,19,6,7,300,78,0.8,1035.7,-21.6,0,N,3.8,0
2016-02-23T12:00,dingling,2016,2,23,12,4,89,2,2,200,84,1.1,1030.3,-22,0,N,3.1,0
2016-02-23T13:00,aotizhongxin,2016,2,23,13,11,11,5,5,300,81,1.2,1034.7,-22.7,0,N,4,0
2016-02-23T13:00,dingling,2016,2,23,13,6,56,2,2,200,85,1.5,1029.6,-22.4,0,NNW,4,0
2016-02-23T14:00,aotizhongxin,2016,2,23,14,11,14,6,6,300,82,2.3,1033.8,-22.5,0,NNW,3.8,0
2016-02-23T14:00,dingling,2016,2,23,14,8,49,2,2,200,85,2.7,1028.6,-22.2,0,NNW,3.6,0
2016-02-23T15:00,aotizhongxin,2016,2,23,15,34,34,5,6,300,84,2.4,1033.3,-24.2,0,N,3.8,0
2016-02-23T15:00,dingling,2016,2,23,15,8,41,2,2,200,86,2.1,1028,-23.5,0,NE,3.8,0
2016-02-23T16:00,aotizhongxin,2016,2,23,16,19,19,4,6,300,82,1.8,1033.5,-23.8,0,N,4,0
2016-02-23T16:00,dingling,2016,2,23,16,3,39,2,2,200,86,2.3,1028.3,-23.4,0,N,3.6,0
2016-02-23T17:00,aotizhongxin,2016,2,23,17,7,10,4,7,300,80,1.6,1033.3,-23.9,0,NNE,2.8,0
2016-02-23T17:00,dingling,2016,2,23,17,3,29,2,2,200,86,1.9,1028.4,-22.9,0,NNW,2.2,0
2016-02-23T18:00,aotizhongxin,2016,2,23,18,11,13,6,12,300,74,0.6,1033.9,-23.1,0,NNE,1.9,0
2016-02-23T18:00,dingling,2016,2,23,18,7,27,2,2,200,86,0,1028.8,-22.9,0,N,2.2,0
2016-02-23T19:00,aotizhongxin,2016,2,23,19,10,19,8,18,400,66,0.1,1034.3,-23.6,0,N,2.5,0
2016-02-23T19:00,dingling,2016,2,23,19,7,24,2,2,200,86,-0.9,1029.4,-21.7,0,NNE,1.8,0
2016-02-23T20:00,aotizhongxin,2016,2,23,20,14,18,9,20,400,63,-0.6,1034.5,-22.7,0,N,2.5,0
2016-02-23T20:00,dingling,2016,2,23,20,9,17,3,2,200,83,-1.4,1029.3,-21.5,0,NNW,2.1,0
2016-02-23T21:00,aotizhongxin,2016,2,23,21,14,20,14,25,500,58,-1.4,1034.7,-22.7,0,N,1.4,0
2016-02-23T21:00,dingling,2016,2,23,21,6,22,4,2,200,81,-1.7,1029.3,-20.7,0,N,1.6,0
2016-02-23T22:00,aotizhongxin,2016,2,23,22,18,18,8,26,400,57,-2.9,1035,-20.7,0,ENE,0.7,0
2016-02-23T22:00,dingling,2016,2,23,22,9,22,3,2,200,83,-2.6,1029.6,-20,0,NNW,1.3,0
2016-02-23T23:00,aotizhongxin,2016,2,23,23,9,11,6,24,400,59,-3.4,1034.7,-19.8,0,ENE,1.4,0
2016-02-23T23:00,dingling,2016,2,23,23,18,20,3,2,500,65,-4.2,1029.5,-19.6,0,NW,0.7,0
2016-02-24T00:00,aotizhongxin,2016,2,24,0,15,19,7,29,500,51,-4.2,1034.6,-20,0,ENE,0.7,0
2016-02-24T00:00,dingling,2016,2,24,0,25,26,3,2,600,63,-4.8,1029.3,-19,0,NNW,0.8,0
2016-02-24T01:00,aotizhongxin,2016,2,24,1,14,15,7,28,500,51,-5,1034.6,-18.8,0,NE,0.8,0
2016-02-24T01:00,dingling,2016,2,24,1,17,24,2,2,500,67,-5.9,1029.2,-18.3,0,NNW,1.7,0
2016-02-24T02:00,aotizhongxin,2016,2,24,2,15,18,8,39,600,39,-5.9,1034.3,-18,0,NNE,0.7,0
2016-02-24T02:00,dingling,2016,2,24,2,19,24,2,2,500,58,-6.3,1029,-17.4,0,ENE,0.7,0
2016-02-24T03:00,aotizhongxin,2016,2,24,3,16,16,7,44,700,30,-6.2,1033.9,-17,0,NE,0.9,0
2016-02-24T03:00,dingling,2016,2,24,3,15,15,2,3,500,53,-6.7,1028.6,-18.1,0,N,0.9,0
2016-02-24T04:00,aotizhongxin,2016,2,24,4,27,30,14,65,1000,9,-6.3,1033.2,-17.1,0,E,0.6,0
2016-02-24T04:00,dingling,2016,2,24,4,17,21,2,5,600,46,-6.9,1028.1,-18.3,0,NNE,1.1,0
2016-02-24T05:00,aotizhongxin,2016,2,24,5,37,37,19,61,1200,13,-6.4,1033.1,-16.7,0,ENE,2.1,0
2016-02-24T05:00,dingling,2016,2,24,5,16,20,3,10,500,44,-7.3,1027.7,-18,0,N,1.5,0
2016-02-24T06:00,aotizhongxin,2016,2,24,6,40,44,17,66,1200,8,-6.8,1032.8,-17.3,0,ENE,2,0
2016-02-24T06:00,dingling,2016,2,24,6,18,23,2,9,500,39,-7.5,1027.5,-17.7,0,NNW,1.6,0
2016-02-24T07:00,aotizhongxin,2016,2,24,7,25,25,17,69,1300,7,-7.9,1032.8,-16.1,0,E,1.1,0
2016-02-24T07:00,dingling,2016,2,24,7,18,33,3,16,500,30,-8.1,1027.3,-17.4,0,NNE,0.7,0
2016-02-24T08:00,aotizhongxin,2016,2,24,8,25,33,18,64,1400,14,-5.3,1032.9,-17.7,0,ENE,1.5,0
2016-02-24T08:00,dingling,2016,2,24,8,32,45,6,18,1100,28,-6.3,1027.4,-16.6,0,NNW,0.5,0
2016-02-24T09:00,aotizhongxin,2016,2,24,9,62,62,29,59,1700,17,-2.4,1032.6,-16.9,0,E,1.2,0
2016-02-24T09:00,dingling,2016,2,24,9,41,54,9,17,1000,34,-3.3,1027.3,-16.6,0,ESE,1.6,0
2016-02-24T10:00,aotizhongxin,2016,2,24,10,61,61,28,56,1800,23,0,1032.1,-16.4,0,ENE,0.9,0
2016-02-24T10:00,dingling,2016,2,24,10,35,43,11,15,800,47,-0.7,1026.6,-17,0,S,1.9,0
2016-02-24T11:00,aotizhongxin,2016,2,24,11,46,46,20,56,1700,30,1.6,1031.3,-16.8,0,E,1.6,0
2016-02-24T11:00,dingling,2016,2,24,11,46,49,17,26,1000,46,2.3,1025.8,-17.3,0,S,2,0
2016-02-24T12:00,aotizhongxin,2016,2,24,12,47,47,16,55,1500,42,3.8,1029.9,-17.8,0,SE,1.3,0
2016-02-24T12:00,dingling,2016,2,24,12,31,41,11,16,600,63,4.7,1024.2,-17,0,SSW,2.2,0
2016-02-24T13:00,aotizhongxin,2016,2,24,13,29,29,10,22,700,73,4.8,1028.5,-19,0,WSW,3,0
2016-02-24T13:00,dingling,2016,2,24,13,15,21,7,2,300,82,5.8,1022.9,-18.2,0,WNW,5,0
2016-02-24T14:00,aotizhongxin,2016,2,24,14,26,26,10,16,600,80,5.4,1027.5,-19.2,0,WSW,3,0
2016-02-24T14:00,dingling,2016,2,24,14,18,38,6,2,300,84,5.8,1022,-18.9,0,WNW,6.1,0
2016-02-24T15:00,aotizhongxin,2016,2,24,15,23,26,8,16,500,82,5.4,1027,-19.2,0,SW,2.6,0
2016-02-24T15:00,dingling,2016,2,24,15,17,38,6,3,300,86,6.8,1021.4,-18.9,0,W,6.6,0
2016-02-24T16:00,aotizhongxin,2016,2,24,16,19,26,8,15,500,82,6.2,1026.9,-19.4,0,W,2.6,0
2016-02-24T16:00,dingling,2016,2,24,16,22,57,4,3,300,88,7.2,1021.3,-18.6,0,NW,3.5,0
2016-02-24T17:00,aotizhongxin,2016,2,24,17,25,49,10,16,500,77,5.7,1026.7,-19,0,NW,3.9,0
2016-02-24T17:00,dingling,2016,2,24,17,21,101,4,3,300,83,5.7,1021.7,-16.8,0,NW,5.9,0
2016-02-24T18:00,aotizhongxin,2016,2,24,18,21,71,6,18,500,70,5.4,1027.2,-17.8,0,NW,3.2,0
2016-02-24T18:00,dingling,2016,2,24,18,10,59,2,2,300,82,4.4,1022.1,-17.3,0,NW,2.9,0
2016-02-24T19:00,aotizhongxin,2016,2,24,19,12,106,5,19,400,65,4.8,1028,-18.3,0,NW,3.9,0
2016-02-24T19:00,dingling,2016,2,24,19,6,67,2,2,200,83,3.5,1023.2,-18.7,0,NW,2.9,0
2016-02-24T20:00,aotizhongxin,2016,2,24,20,9,104,3,13,300,71,4.6,1029,-19.9,0,WNW,4.6,0
2016-02-24T20:00,dingling,2016,2,24,20,5,61,2,2,200,84,3.3,1024.1,-21.7,0,WNW,2.9,0
2016-02-24T21:00,aotizhongxin,2016,2,24,21,6,86,2,11,300,70,3.9,1030,-20.5,0,NW,4.1,0
2016-02-24T21:00,dingling,2016,2,24,21,6,58,2,2,200,77,1.5,1025.2,-19.7,0,WNW,1.8,0
2016-02-24T22:00,aotizhongxin,2016,2,24,22,8,62,4,15,400,64,3.1,1030.5,-20.4,0,NW,4,0
2016-02-24T22:00,dingling,2016,2,24,22,8,39,3,2,200,70,0.3,1025.6,-19,0,NW,1.5,0
2016-02-24T23:00,aotizhongxin,2016,2,24,23,11,41,4,16,400,62,0.9,1030.6,-19,0,E,1,0
2016-02-24T23:00,dingling,2016,2,24,23,12,40,2,2,300,62,-1.8,1025.6,-17.9,0,SSW,0.9,0
2016-02-25T00:00,aotizhongxin,2016,2,25,0,9,34,5,27,500,48,1.1,1030.5,-19.4,0,NNW,1.5,0
2016-02-25T00:00,dingling,2016,2,25,0,26,45,3,8,700,48,-1.6,1025.5,-18.2,0,N,1,0
2016-02-25T01:00,aotizhongxin,2016,2,25,1,16,36,6,45,600,30,1,1030.6,-18.4,0,N,1.8,0
2016-02-25T01:00,dingling,2016,2,25,1,14,40,3,2,500,55,-2.6,1025.7,-17.4,0,NNW,1.3,0
2016-02-25T02:00,aotizhongxin,2016,2,25,2,17,44,11,43,800,29,0.2,1030.8,-18.5,0,N,1.2,0
2016-02-25T02:00,dingling,2016,2,25,2,15,31,3,4,500,49,-2.4,1025.6,-17.3,0,N,1.6,0
2016-02-25T03:00,aotizhongxin,2016,2,25,3,16,36,11,47,700,27,-0.7,1030.1,-17.9,0,NNE,1.2,0
2016-02-25T03:00,dingling,2016,2,25,3,13,30,4,9,400,42,-4,1024.9,-16.6,0,NNW,1.5,0
2016-02-25T04:00,aotizhongxin,2016,2,25,4,21,34,10,61,800,,-2.9,1029.8,-15.9,0,NNE,0.9,1
2016-02-25T04:00,dingling,2016,2,25,4,15,28,3,8,500,37,-4.3,1024.7,-16.5,0,N,1.4,0
2016-02-25T05:00,aotizhongxin,2016,2,25,5,13,28,7,41,600,31,-2.1,1029.4,-17,0,NE,1.9,0
2016-02-25T05:00,dingling,2016,2,25,5,13,22,5,13,700,39,-3.8,1024.4,-17.4,0,NNE,1.5,0
2016-02-25T06:00,aotizhongxin,2016,2,25,6,23,49,17,55,1100,17,-2.9,1029.8,-17,0,N,1,0
2016-02-25T06:00,dingling,2016,2,25,6,11,21,5,13,500,41,-3.8,1024.5,-17.1,0,WNW,0.8,0
2016-02-25T07:00,aotizhongxin,2016,2,25,7,20,46,10,51,900,19,-4.2,1030,-15.8,0,N,1.5,0
2016-02-25T07:00,dingling,2016,2,25,7,13,26,6,15,600,39,-4.6,1024.6,-17.1,0,NNW,1.1,0
2016-02-25T08:00,aotizhongxin,2016,2,25,8,19,45,7,56,1000,15,-1.7,1030.5,-15.5,0,WSW,1.2,0
2016-02-25T08:00,dingling,2016,2,25,8,46,62,11,26,1000,31,-3.2,1025.3,-16.2,0,SSW,1.7,0
2016-02-25T09:00,aotizhongxin,2016,2,25,9,22,55,10,55,1300,19,0.4,1030.7,-16.9,0,ENE,1.3,0
2016-02-25T09:00,dingling,2016,2,25,9,50,65,18,35,1200,25,0.1,1025.3,-15.5,0,E,1.3,0
2016-02-25T10:00,aotizhongxin,2016,2,25,10,19,29,5,26,700,51,1.9,1030,-17.1,0,NE,1.5,0
2016-02-25T10:00,dingling,2016,2,25,10,42,56,24,42,1200,26,1.2,1024.5,-16.2,0,SSW,1.3,0
2016-02-25T11:00,aotizhongxin,2016,2,25,11,20,38,7,37,800,43,4.2,1029.2,-16.2,0,ESE,1.1,0
2016-02-25T11:00,dingling,2016,2,25,11,35,58,20,32,900,42,2.5,1023.9,-16.6,0,S,2.2,0
2016-02-25T12:00,aotizhongxin,2016,2,25,12,36,62,16,42,1100,44,4.6,1028.2,-17.1,0,SSW,1.3,0
2016-02-25T12:00,dingling,2016,2,25,12,31,51,13,22,600,56,3.3,1023,-16.4,0,SSW,1.7,0
2016-02-25T13:00,aotizhongxin,2016,2,25,13,40,67,18,35,900,54,5.2,1027.2,-17.3,0,SW,2.7,0
2016-02-25T13:00,dingling,2016,2,25,13,41,41,12,26,700,58,4.7,1021.6,-16.4,0,SE,1.3,0
2016-02-25T14:00,aotizhongxin,2016,2,25,14,36,56,14,24,700,69,6.3,1025.6,-17,0,WSW,2.7,0
2016-02-25T14:00,dingling,2016,2,25,14,49,63,15,34,900,56,5.9,1020.2,-16,0,SSE,2.9,0
2016-02-25T15:00,aotizhongxin,2016,2,25,15,38,60,13,24,700,72,7,1025.1,-17.2,0,SW,2.7,0
2016-02-25T15:00,dingling,2016,2,25,15,34,56,12,21,600,73,8.1,1019.3,-17.1,0,W,6.4,0
2016-02-25T16:00,aotizhongxin,2016,2,25,16,39,60,14,29,800,71,6.4,1024.9,-16.9,0,WSW,2.6,0
2016-02-25T16:00,dingling,2016,2,25,16,18,58,6,10,300,85,7.3,1019.3,-16.9,0,WNW,4,0
2016-02-25T17:00,aotizhongxin,2016,2,25,17,43,68,14,33,900,69,6.8,1024.8,-16.6,0,WSW,3.3,0
2016-02-25T17:00,dingling,2016,2,25,17,17,44,3,8,300,86,6.8,1019.6,-19.8,0,WNW,5.7,0
2016-02-25T18:00,aotizhongxin,2016,2,25,18,46,75,15,48,1000,53,6,1025.4,-15.9,0,W,2.8,0
2016-02-25T18:00,dingling,2016,2,25,18,5,35,2,3,200,87,5.4,1020.3,-20,0,NW,3.3,0
2016-02-25T19:00,aotizhongxin,2016,2,25,19,19,44,5,27,500,63,5.9,1026.2,-18.1,0,NW,3.3,0
2016-02-25T19:00,dingling,2016,2,25,19,9,13,2,3,200,82,3.9,1021.2,-19,0,NW,2,0
2016-02-25T20:00,aotizhongxin,2016,2,25,20,11,27,3,21,400,64,5.2,1026.9,-17.9,0,NW,2.6,0
2016-02-25T20:00,dingling,2016,2,25,20,8,12,2,2,200,78,2.8,1021.9,-18.6,0,NE,1.7,0
2016-02-25T21:00,aotizhongxin,2016,2,25,21,7,31,3,20,400,65,4.9,1027.7,-18.2,0,WNW,4.1,0
2016-02-25T21:00,dingling,2016,2,25,21,5,13,2,3,200,72,0.5,1022.5,-17.3,0,ENE,0.8,0
2016-02-25T22:00,aotizhongxin,2016,2,25,22,7,36,2,17,300,69,4.2,1027.9,-18.1,0,WNW,5.1,0
2016-02-25T22:00,dingling,2016,2,25,22,5,15,2,9,200,65,0.7,1023,-16.7,0,NE,0.7,0
2016-02-25T23:00,aotizhongxin,2016,2,25,23,5,36,2,12,300,73,3.3,1028.4,-18.2,0,WNW,4.1,0
2016-02-25T23:00,dingling,2016,2,25,23,3,12,2,5,200,68,-1.1,1023.4,-15.7,0,N,0.6,0
